"gRaw","tRaw","gVal","tVal","type","readTime","sensorTime","estDriftMin","estDriftMax","estTimeStamp","sensorID"
"1222","8276","9.5629635","26.849726","0","1514297887","325800","0","0","1514297527","M0002C2ZU4"
"0","0","-2.7475557","43.17","0","1514297887","325800","0","0","1514297587","M0002C2ZU4"
"1246","84","9.804742","43.00435","0","1514297887","325800","0","0","1514297647","M0002C2ZU4"
"1246","8260","9.804742","26.881277","0","1514297887","325800","0","0","1514297707","M0002C2ZU4"
"1240","24596","9.744297","26.975933","0","1514297887","325800","0","0","1514297767","M0002C2ZU4"
"1237","24624","9.714075","26.920717","0","1514297887","325800","0","0","1514297827","M0002C2ZU4"
"0","8192","-2.7475557","27.015373","0","1514297887","325800","0","0","1514297887","M0002C2ZU4"
"2044","39056","17.843851","38.847374","1","1514281431","309480","0","0","1514251731","M0002C2ZU4"
"2069","22872","18.095705","38.452972","1","1514281431","309480","0","0","1514252631","M0002C2ZU4"
"2046","23320","17.864","37.56952","1","1514281431","309480","0","0","1514253531","M0002C2ZU4"
"2097","23440","18.377779","37.33288","1","1514281431","309480","0","0","1514254431","M0002C2ZU4"
"2188","23412","19.294518","37.388092","1","1514281431","309480","0","0","1514255331","M0002C2ZU4"
"2261","23424","20.029928","37.36443","1","1514281431","309480","0","0","1514256231","M0002C2ZU4"
"2084","23572","18.246817","37.072575","1","1514281431","309480","0","0","1514257131","M0002C2ZU4"
"1863","23488","16.020445","37.23822","1","1514281431","309480","0","0","1514258031","M0002C2ZU4"
"1648","23336","13.854519","37.537964","1","1514281431","309480","0","0","1514258931","M0002C2ZU4"
"1410","23308","11.45689","37.59318","1","1514281431","309480","0","0","1514259831","M0002C2ZU4"
"1111","23280","8.444742","37.6484","1","1514281431","309480","0","0","1514260731","M0002C2ZU4"
"952","23296","6.842964","37.616844","1","1514281431","309480","0","0","1514261631","M0002C2ZU4"
"928","23260","6.6011863","37.68784","1","1514281431","309480","0","0","1514262531","M0002C2ZU4"
"1026","38840","7.588445","39.273327","1","1514281431","309480","0","0","1514263431","M0002C2ZU4"
"1042","38932","7.7496305","39.091904","1","1514281431","309480","0","0","1514264331","M0002C2ZU4"
"1113","38568","8.46489","39.80971","1","1514281431","309480","0","0","1514265231","M0002C2ZU4"
"1125","38616","8.585778","39.715054","1","1514281431","309480","0","0","1514266131","M0002C2ZU4"
"1136","54860","8.696592","39.991135","1","1514281431","309480","0","0","1514267031","M0002C2ZU4"
"1116","54936","8.495112","39.841263","1","1514281431","309480","0","0","1514267931","M0002C2ZU4"
"1053","38788","7.860445","39.37587","1","1514281431","309480","0","0","1514268831","M0002C2ZU4"
"974","23868","7.064593","36.48886","1","1514281431","309480","0","0","1514269731","M0002C2ZU4"
